topic,idx,q,a,context,datatype,attitude,group
地域,2021,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,同感！ 我也是四川人，在深圳一家国企工作过，当时是该企业在学校的订单班，同为订单生的学校还有哈尔滨一所学校。,0,0,0,东北人
地域,63,上海人家里有个五百万很平常吗？,特别平常，在上海随便一处非市区房子首付都要四五百万。,1,1,2,上海人
地域,453,上海的地域歧视有多严重？,基本上是不排外的，当然这取决于你的人籍是不是在他们的定义中。,1,2,2,上海人
地域,2993,大家有亲身经历过地域歧视吗?,莆田人。 我可能不需要解释。,0,0,0,地域歧视
地域,135,上海人真的都比较有钱吗？,2021/5。 原答案写于两年前，回看有许多当初不成熟的想法，故删除原稿。,0,0,0,上海人
地域,3794,中国被地域歧视黑的最严重的地方是哪里？,我们安徽人被黑的也不少啊，哭哭。,0,2,3,浙江人
地域,5006,潮汕人给你的感觉是什么样子的？,网上的：大男人主义，重男轻女，家暴。,0,2,3,潮汕人
地域,4286,浙江会在不久未来下落到第二梯队吗？,啥？ 浙江向来垫底，哪来的“掉落”一说？,0,1,3,浙江人
地域,902,作为一个沪漂，哪一瞬间被上海人震惊到了？,传统私企，同一个办公室，差不多的工作。,0,0,0,上海人
地域,3419,为什么最近一年河南人的口碑突然变好了？,你是哪个地方的人上人呢？,1,1,3,河南人
地域,3392,为什么最近一年河南人的口碑突然变好了？,因为这两年河南经济飞速发展，各方面事业都取得巨大进步。,1,1,2,河南人
地域,1020,作为一个沪漂，哪一瞬间被上海人震惊到了？,上海人讲普通话可以完全没有口音。,0,1,1,上海人
地域,4467,浙江的地域歧视严重吗？,好客观的贴。 我来说说吧，金华的，在苏州十多年了。,0,0,0,浙江人
地域,3909,浙江人为什么大多只和本省的人结婚？,哪个地方的人找对象不是同等条件本地人优先?,0,1,2,浙江人
地域,1322,和上海人一起工作要注意什么？,上海人素质很好，从不排外。,0,1,1,上海人
地域,765,作为一个沪漂，哪一瞬间被上海人震惊到了？,我一个上海本地人看到下面这段都被震的七零八落。,0,0,0,上海人
地域,4934,我们对潮汕人有哪些误解？,鉴于这道题为纯观点题目，我仅说出我对潮汕地区的了解与爱。,0,0,0,潮汕人
地域,104,上海人真的都比较有钱吗？,在上海，“上海人”是说市区核心位置的居民。,0,1,3,上海人
地域,1612,东北人在南方好混吗？,还行吧。 我去北海玩的时候，感觉当地有五分之一都是东北银儿，在市区吃烤生蚝，大姐：“妹儿啊，来一打儿？”,1,1,2,东北人
地域,2470,最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？,就在刚刚，市中心周五下班高峰的广州地铁，大家都很挤，一对东北情侣公园前下车，不提前靠近门口不好好说借一借让一让。,1,2,3,东北人
地域,798,作为一个沪漂，哪一瞬间被上海人震惊到了？,讲几个小细节。 十来年前刚到上海上学时，某次到学校附近买电话充值卡，下大暴雨，买好卡回头出门，看到俩小偷，跟在俩女生后面。,0,0,0,上海人
地域,2899,大家有亲身经历过地域歧视吗?,我是辽宁人，现实生活中还真没有过被歧视的经历，网络上有过。,0,2,2,地域歧视
地域,2989,大家有亲身经历过地域歧视吗?,有，明明我们是省内说翘舌音最好的地方，结果那群只会说平舌的憨批听说我老家。,1,0,0,地域歧视
地域,3645,中国被地域歧视黑的最严重的地方是哪里？,上一个老回答。 为什么网上的南方越来越妖魔化？,0,0,0,浙江人
地域,563,上海的地域歧视有多严重？,昨晚刷微博的时候看到了地域歧视，现在还这么嚣张的也是少见了。,0,2,3,地域歧视/上海人
地域,2227,怎么看待东北人？,以前挺喜欢东北人的，接触了以后真心觉得东北人人品不行，不包括所有东北人，哪个地方都有好有坏。,0,1,3,东北人
地域,3883,外省人怎么看待浙江人?,不熟的时候感觉还好，熟了以后才发现怎么还有这种人？,1,1,3,浙江人
地域,337,上海人真的都比较有钱吗？,我家住浦东，九几年就拆迁了，当时就分到一套房子，可惜当时我太小，还在上幼儿园，也搞不清楚当初家里拿了多少拆迁费。,0,0,0,上海人
地域,3733,中国被地域歧视黑的最严重的地方是哪里？,我觉得是河南吧… 印象一直是穷，没井盖…,0,1,3,浙江人
地域,1127,和上海人一起工作要注意什么？,请不要动不动说上海人排外！,1,1,2,上海人
地域,1062,你眼中的上海人是什么样的？,搞不懂，上海人为什么用歧视性的yp称呼外地人。,0,2,3,上海人
地域,4883,大家对潮汕人的印象是什么？,坐标广州。 好朋友是潮汕人，之前对潮汕人印象很好，直到接触到她父母和更多潮汕人。,0,1,3,潮汕人
地域,1486,我想知道你们对上海人的评价是怎样的？,有豪爽的上海男人，喝酒痛快酒量贼好！,0,1,1,上海人
地域,3247,为什么最近一年河南人的口碑突然变好了？,地域黑的污名化和娱乐化。,1,2,2,河南人
地域,483,上海的地域歧视有多严重？,作为郊区的本地人，我貌似更喜欢跟外地人打交道。,1,1,2,上海人
地域,2685,网上各种黑东北，怎样和东北人相处？,怎么和东北人相处，其实我已经找到答案了！,0,2,2,东北人
地域,3203,为什么最近一年河南人的口碑突然变好了？,因为现在对线solo的是山东和广东。,1,2,2,地域歧视/河南人
地域,2476,最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？,举个例子。 只单纯从东北人这方面说一下。,0,2,3,东北人
地域,2549,最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？,我是东北人。 直到高中没出去过。,0,0,0,东北人
地域,359,上海的地域歧视有多严重？,我们要辩证的看待问题。,0,0,0,上海人
地域,1026,作为一个沪漂，哪一瞬间被上海人震惊到了？,我司一个上海人，女的，此人是一部门领导。,0,0,0,上海人
地域,3831,外省人怎么看待浙江人?,我是浙江人回答这一波，常说浙江人精明，我觉得就是心眼多，虚伪，打小算盘，感觉那些人都利益至上，背后踩你一脚，表里不一。,1,1,3,浙江人
地域,4586,浙江的地域歧视严重吗？,宁波人基本上不存在看不起本省人的情况吧。,0,2,2,浙江人
地域,1015,作为一个沪漂，哪一瞬间被上海人震惊到了？,看到前面有匿名回答说有遇到“不会说上海话来上海干嘛”的情况，我也想说两句。,0,2,3,上海人
地域,1635,东北人怎么看待东北？,2010年之后，南方媒体和ngo组织下，有些地方看东北就跟欧美看中国一样。,1,1,2,东北人
地域,2610,最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？,可能是全国各地每个地区都有东北人吧，偏偏大家又倒霉碰到了比较不好的。,0,1,3,东北人
地域,4755,坊间都说潮汕人善于经商，是真的吗？有何体现？,我随时可以在广州的小超市里面找很多潮汕产的假货劣质货，你信不信？,1,1,3,潮汕人
地域,3995,浙江人为什么大多只和本省的人结婚？,因为大部分省份都是优选本地人结婚，很少说为了找外地人而找外地人，女儿不外嫁应该是全国的共识了吧。,1,1,2,浙江人
地域,442,上海的地域歧视有多严重？,一个上海同学，认真地，充满同情地告诉我，虽然他是高贵的上海人，我面对他真的不用自卑。,0,2,3,上海人
地域,881,作为一个沪漂，哪一瞬间被上海人震惊到了？,有个以前公司的男同事A和女同事B，一直地下恋，虽然我们知道他们有这回事但是他们不承认我们也就不强按头。,0,0,0,上海人
地域,255,上海人真的都比较有钱吗？,按照地价来分，如果当年爸妈双职工，单位有分房的话等于你在上海市区两套房子了，这资产都是千万级别了。,1,1,3,上海人
地域,4075,浙江人为什么大多只和本省的人结婚？,因为一个浙江人接触到的人里面大部分也是浙江人，你把浙江换成任意一个地点，都是这样。,1,1,2,浙江人
地域,68,上海人家里有个五百万很平常吗？,流动资金有这么多的实际上并没有那么多，但是加上固定资产，只要有上海房子，基本都有，当然不是郊区。,0,0,0,上海人
地域,1961,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,祖籍四川，生于黑龙江。,0,0,0,东北人
地域,3440,为什么最近一年河南人的口碑突然变好了？,76个回答，21个匿名，挺好的，比以前比例小了。,0,0,0,河南人
地域,3903,江西人马上去浙江读书，学校里90%都是浙江人 浙江人会有地域歧视吗看不起江西人吗 有点害怕?,浙江人不会歧视外地人，但有些浙江人会其实穷人（省内省外一样歧视），但大部分都很友好，浙江是个好地方。,0,2,2,浙江人
地域,2778,大家有亲身经历过地域歧视吗?,强烈建议大家上今日头条平台看看。,0,0,0,地域歧视
地域,4782,坊间都说潮汕人善于经商，是真的吗？有何体现？,基本到哪做生意都讨人厌…,1,1,3,潮汕人
地域,4908,大家对潮汕人的印象是什么？,最大特点蜜汁自信，潮汕人普遍爱在外面自夸潮汕人。,0,1,3,潮汕人
地域,1733,东北人怎么看待东北？,比上不足比下有余，瘦死的骆驼比马大，纵观全国，西南虽有成都重庆昆明等地，奈何城市发展畸形。,1,1,2,东北人
地域,1197,和上海人一起工作要注意什么？,南京人，从事店铺开发工作，之前在上海一家以上海人居多的台企工作，现回南京什么人都有的大型家族企业。,0,0,0,上海人
地域,4027,浙江人为什么大多只和本省的人结婚？,跟本省人结婚才正常吧，反正我是不愿意娶外省的，最好就是本市的。,1,1,3,浙江人
地域,3604,通过日常接触，你会改变对河南人的印象吗？,在北京接触时心理有戒备，但毕竟北京是全国性的城市，任何地方的人都会收敛，遵守大城市的规则，掩饰自己。,0,0,0,河南人
地域,330,上海人真的都比较有钱吗？,说下自己的所闻所感吧。,0,0,0,上海人
地域,1230,和上海人一起工作要注意什么？,在其位，谋其职，别瞎逼逼。,1,2,3,上海人
地域,4666,浙江的地域歧视严重吗？,坐标嘉兴。 老一辈对外省歧视毕竟重主要集中与安徽江西河南一带。,1,2,2,浙江人
地域,3065,如何看待地域歧视或地域偏见？,其实我有个三观不正的看法，适度的地域歧视是对自己家乡传统文化的一种优越感，其实是有好处的。,0,2,3,地域歧视
地域,324,上海人真的都比较有钱吗？,上海嘉定土著。 爸妈没啥文化，公司一般职员，在镇上有套房子，乡下房子一直说要拆迁也一直没有拆。,0,0,0,上海人
地域,3675,中国被地域歧视黑的最严重的地方是哪里？,前两年我大葱省被黑严重，为了回击地域黑，我专门搞了两个月新闻和评论爬取，当时就发现个有意思的情况。,0,2,3,浙江人
地域,3770,中国被地域歧视黑的最严重的地方是哪里？,之前是河南，现在是东北，下一个是山东。,1,2,2,浙江人
地域,1347,和上海人一起工作要注意什么？,这个题目勾起了我的回忆杀，哈哈哈哈，大学毕业后因为专业原因来上海工作谋生，答主是西安人，一晃12年了。,0,0,0,上海人
地域,3877,外省人怎么看待浙江人?,我们这的外地车牌大部分都是浙xxx开头，所以浙江发展是没得说的。,0,1,2,浙江人
地域,1578,东北人在南方好混吗？,大多数混的不错。 南方要比北方好混的多。,1,2,2,东北人
地域,1025,作为一个沪漂，哪一瞬间被上海人震惊到了？,非沪漂，杭州人，偶尔开车去上海。,0,0,0,上海人
地域,3076,如何看待地域歧视或地域偏见？,先从一个我经历过的小故事开始说起吧。,0,0,0,地域歧视
地域,3501,我不知道为什么总有很多人骂河南人，到底河南人惹了你们什么地方了？河南人跟你们有仇吗？,人以群分，高素质的河南人遇到高素质的外地人，天天遇到坏河南人的黑子们的成分也值得怀疑。,0,1,3,河南人
地域,3418,为什么最近一年河南人的口碑突然变好了？,因为宣传部门实在给力，但是如果真实呆在这，就会发现不仅没变好，一些部门甚至变恶劣了。,1,1,3,河南人
地域,4165,浙江会在不久未来下落到第二梯队吗？,看到有些人觉得。 浙江现在在搞互联网，数字经济，等过几年风口过去了，就衰退了。,1,1,3,浙江人/浙江
地域,4267,浙江会在不久未来下落到第二梯队吗？,不会，就看这次抗疫整个浙江省的反应速度和力度，最早一级响应，只有一例死亡病历，最早控制住最早复工，就这，杭州还没有市长。,1,1,2,浙江人
地域,4241,浙江会在不久未来下落到第二梯队吗？,浙江是靠商贸和互联网起来的，你要说这产业老化了，那东三省那种靠钢铁重工业的岂不是快入土了。,0,1,3,浙江人
地域,4985,潮汕人给你的感觉是什么样子的？,潮汕人给我的感觉是：这是一个很适合引流、背锅、引战、用来发泄的族群！,0,1,3,潮汕人
地域,388,上海的地域歧视有多严重？,住翠湖天地的歧视住浦明路的？,0,2,3,上海人
地域,4199,浙江会在不久未来下落到第二梯队吗？,你对浙江一无所知啊，只要你去查一查浙江的人均可支配收入，就知道浙江人有钱没钱了。,0,1,2,浙江人
地域,3761,中国被地域歧视黑的最严重的地方是哪里？,河南人被地域黑最严重，河南人偷井盖··这多大的事？,0,2,3,浙江人
地域,4224,浙江会在不久未来下落到第二梯队吗？,浙江穷山穷水的，没资源没沃土，本来什么资源也都没有也就不算第一梯队吧，但浙江经济如此繁荣昌盛靠的是什么？,0,1,3,浙江人
地域,939,作为一个沪漂，哪一瞬间被上海人震惊到了？,原来租在复兴路建国路口的居民楼里。,0,0,0,上海人
地域,5067,潮汕人给你的感觉是什么样子的？,话不多说就三个字：有钱人。,0,0,0,潮汕人
地域,4893,大家对潮汕人的印象是什么？,在广东，我以我是潮汕人为荣。,0,1,1,潮汕人
地域,4304,浙江会在不久未来下落到第二梯队吗？,我们浙江会到第四第五梯队，很快的！,0,0,0,浙江人
地域,3014,大家有亲身经历过地域歧视吗?,我寻思着有些人真是迷之优越感，没事跑到写别人城市的文章下面秀什么，呃，为了防止你被人肉帮你打个码。,0,0,0,地域歧视
地域,258,上海人真的都比较有钱吗？,首先你问的上海人的定义是广义上的还是狭义上的。,0,2,2,上海人
地域,2133,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,一开始看到怎么会有这种问题啊，我身边东北人都很普通的家境，点进去一看是四川人，大概能明白了。,0,1,3,东北人
地域,5026,潮汕人给你的感觉是什么样子的？,多生孩子少读书，挺好的。,1,1,3,潮汕人
地域,4547,浙江的地域歧视严重吗？,我一直都以为我的家乡浙江台州很穷。,1,1,2,地域歧视/浙江人
地域,618,上海的地域歧视有多严重？,中国中产阶级中相当多的人已经试图把地域歧视上升到种族歧视的范畴里去。,0,2,3,上海人
地域,1995,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,东北大多都是国企公务员之类的所谓铁饭碗，花钱没有压力，加上是独生子女，而且题主可能去的也是比较富裕的学校。,0,1,2,东北人
地域,2749,网上各种黑东北，怎样和东北人相处？,不管是与东北人还是南方人相处，说到底交朋友讲个真诚，非要搞阴阳怪气那一套，哪都不受待见。,0,2,2,东北人
地域,2523,最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？,答主不用努力啦，有些人叫不醒，遇到一个东北人坑了他基本上就恨一辈子，你以为的东北人的优良传统都会被无视的。,0,2,3,东北人
地域,820,作为一个沪漂，哪一瞬间被上海人震惊到了？,好吧，第一次，我好像审题有误…,0,0,0,上海人
地域,4076,浙江人为什么大多只和本省的人结婚？,更多的是文化和语言上的认同吧，但也有不少例外的，比如我江苏的，在浙江工作，老婆就是浙江本地土著。,1,1,2,浙江人
地域,4620,浙江的地域歧视严重吗？,肯定存在，但严不严重还是看所处环境和个人因素的，不能一概而论。,1,2,3,浙江人
地域,3953,浙江人为什么大多只和本省的人结婚？,这才是正确的，找对象都尽可能找本省本市的。,1,0,0,浙江人
地域,1968,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,所以说穷人不要跟风地域黑，打起脸来太容易了。,1,2,3,东北人
地域,1484,我想知道你们对上海人的评价是怎样的？,很好的同事，工作能力和素质毋庸置疑（起码我见到的大部分都是这样）。,1,1,2,上海人
地域,1601,东北人在南方好混吗？,在哪都一样，不行就出国吧。,0,0,0,东北人
地域,3905,江西人马上去浙江读书，学校里90%都是浙江人 浙江人会有地域歧视吗看不起江西人吗 有点害怕?,怕什么，就算有，你做好自己就好了。,1,1,2,浙江人
地域,83,上海人真的都比较有钱吗？,如果你逛的是宽带山，那么基本上人人年薪百万，房子200平，出门bba，吃饭人均500，然后还会告诉你结婚就是捏婚。,1,1,3,上海人
地域,2313,怎么看待东北人？,其实觉得东北很多好人，接触过的都挺好，也有可能是大学，高考选拔的层次比较高，所以大家的基本素养都比较高。,0,1,1,东北人
地域,3223,为什么最近一年河南人的口碑突然变好了？,因为他们本来就不坏錒，河南人的口碑坏是历史原因！,1,1,2,河南人
地域,1712,东北人怎么看待东北？,假如生活强奸了你，你无力反抗时，就要懂得去享受，…,1,0,0,东北人
地域,3962,浙江人为什么大多只和本省的人结婚？,各地的人都是大多和本地的人结婚吧？,0,2,2,浙江人
地域,250,上海人真的都比较有钱吗？,有钱没钱的还是看评判人自己的所处的位置吧，毕竟王思聪看别人谁几乎都没钱…,1,1,2,上海人
地域,1480,我想知道你们对上海人的评价是怎样的？,办公室有个同龄的上海姑娘，就胖胖的但还算蛮精致，印象一直就是有点嗲和作，倒也还好。,0,1,3,上海人
地域,4690,浙江的地域歧视严重吗？,杭州人爬过，歧视链无处不在，杭州VS萧山的双向取关不能，杭州vs宁波，以及杭州人对温州人的嫌弃和无可奈何（人家有钱）。,0,2,3,浙江人
地域,1660,东北人怎么看待东北？,要是没什么互联网，大型民企，外企工作，东北人能外地务。,0,1,2,东北人
地域,1717,东北人怎么看待东北？,二十余年至此，吾辽东金源之民事所尽知，丧漠擒堂，宋廷疑北，弃民废王，清君疑吴。,0,0,0,东北人
地域,4167,浙江会在不久未来下落到第二梯队吗？,破鼓万人捶，仇浙人士肉眼可见的增长。,0,0,0,浙江人
地域,2800,大家有亲身经历过地域歧视吗?,谢邀，东北人。 再次重申东北人不是快手上的形象。,0,1,3,地域歧视/东北人
地域,866,作为一个沪漂，哪一瞬间被上海人震惊到了？,2009年，上大学之前的假期，第一次去上海，长住在叔叔家一个月。,0,0,0,上海人
地域,129,上海人真的都比较有钱吗？,要看你说的是哪个年龄层的了。,0,0,0,上海人
地域,1593,东北人在南方好混吗？,补充：这个问题我是带着怒气回答的，因为某些人与事对我的伤害，我变得讨厌东北(尽管我知道永远因为个人而上升到群体)。,1,1,3,东北人
地域,3788,中国被地域歧视黑的最严重的地方是哪里？,那必是广西啊，直到现在还没有反地域黑的提到过广西。,1,2,2,浙江人
地域,5071,潮汕人给你的感觉是什么样子的？,宿舍里两个舍友潮汕的简直的恶心。,0,1,3,潮汕人
地域,1789,东北人怎么看待东北？,如果办事不找关系，过年节不用疏通领导。,1,1,3,东北人
地域,2741,网上各种黑东北，怎样和东北人相处？,东北人西北人南方人北方人都认识。,1,0,0,东北人
地域,760,作为一个沪漂，哪一瞬间被上海人震惊到了？,某一天的四号线。 我去一家公司谈事情。,0,0,0,上海人
地域,1674,东北人怎么看待东北？,一个普普通通辽宁沈阳土著答一波。,0,0,0,东北人
地域,4844,大家对潮汕人的印象是什么？,这几天夸潮汕人难道是知乎政治正确吗？,0,1,3,潮汕人
地域,3447,我不知道为什么总有很多人骂河南人，到底河南人惹了你们什么地方了？河南人跟你们有仇吗？,只知道历来有个风评叫不可交。,1,1,3,河南人
地域,4033,浙江人为什么大多只和本省的人结婚？,不一定，定居在浙江的外省人也可以，比如在浙江有套房，排斥的不是外省人，而是外省这个地方太远，遇到点事不能马上赶过来。,1,1,2,浙江人
地域,3570,说起河南人，你的第一印象是什么？,微信里有一个老师专门解答考研等升学相关问题，今天在朋友圈看到了他的朋友圈：我的评论：虽然知道地域黑不好。,0,0,0,河南人
地域,1658,东北人怎么看待东北？,在长春上学，夏天刚来的时候被惊艳了。,0,0,0,东北人
地域,2199,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,东北GDP增速虽然不行，但四川人也好意思说四川比东北发达？,1,1,3,东北人
地域,3956,浙江人为什么大多只和本省的人结婚？,以前我们温州的只限鹿城区找鹿城区，找其他几个区的都属于找外地人。,1,2,3,浙江人
地域,809,作为一个沪漂，哪一瞬间被上海人震惊到了？,今年四月份刚从上海回来，在那工作了两年多，很舍不得上海，也正是这段工作和生活经历让我真正爱上了魔都。,1,0,0,上海人
地域,2902,大家有亲身经历过地域歧视吗?,我内蒙古的，有人问我是不是住蒙古包，骑马去上学，关键是我是汉族，问这问题的时间是零几年左右。,0,1,3,地域歧视
地域,2407,最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？,我个人很喜欢东北这块地和东北这块地的东北人。,0,1,1,东北人/东北
地域,1415,我想知道你们对上海人的评价是怎样的？,我是上海人啦。 没有必要给上海的民风民情下一个准确的定义啦。,0,1,2,上海人
地域,624,上海的地域歧视有多严重？,我感觉没有那么严重啊。,1,2,2,上海人
地域,2192,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,东北今天的“穷”是和过去的自己比，今天的东北虽然落魄，但是比较的对象是昨天的自己，而不是经济在全国的位置。,0,2,3,东北人
地域,2835,大家有亲身经历过地域歧视吗?,有啊，就前两天，居然有人邀请我回答，河南人是否有名誉权…,1,1,3,地域歧视
地域,3124,如何看待地域歧视或地域偏见？,拿出值哪点得尊重的来说服我，我会选择另眼相看。,1,1,3,地域歧视
地域,4354,浙江会在不久未来下落到第二梯队吗？,看了很多吹浙江的论据，我苏联人民微笑不语。,1,1,3,浙江人
地域,520,上海的地域歧视有多严重？,在上大读的本科，倒是没感觉同学和老师有多排外。,1,2,2,上海人
地域,4481,浙江的地域歧视严重吗？,我是衢州城里人，衢州对我们城里人来说非常不错，广袤的平原，舒适的气候，在全国范围内较高的人均收入（省内虽然倒数第二。,0,1,2,浙江人
地域,1867,东北人怎么看待东北？,是家。 是亲切的口音，是热情的老乡。,1,1,1,东北人
地域,1395,我想知道你们对上海人的评价是怎样的？,上海人太大多太复杂了，从松江县到上海市，从本地人到新移民到华侨和老外，谁是上海人，或许人人都是上海人。,1,1,2,上海人
地域,4670,浙江的地域歧视严重吗？,浙江长兴人，现居新西兰，遥想那年去英国留学，我的一个亲戚爷爷不停地埋怨家人:“家里出什么事儿了。,0,0,0,浙江人
地域,4085,浙江人为什么大多只和本省的人结婚？,只见过浙江女生一边把浙江男生贬得一无是处一边哭着喊着要嫁北方小哥哥，没见过谁说只肯嫁本省人。,1,2,2,浙江人
地域,4383,浙江对中西部省份的歧视为什么那么严重？,在绍兴我们本地人只歧视那些在浙江不好好工作，努力生活还偷鸡摸狗当黑社会和刁民的外地人。,1,2,2,浙江人
地域,1815,东北人怎么看待东北？,小时候在老家县城。 有时候和母亲出门买菜，总能说到父亲在做什么工作。,0,0,0,东北人
地域,615,上海的地域歧视有多严重？,16年当时大四实习来上海呆了5个月，有一次加班到很晚打车回来。,0,0,0,上海人
地域,4533,浙江的地域歧视严重吗？,非常严重，在全国应该也是前列。,1,2,3,浙江人
地域,2873,大家有亲身经历过地域歧视吗?,不知道这个算不算地域歧视。,0,0,0,地域歧视
地域,2494,最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？,我看到的更多的都是控诉当地政府的效率慢，官僚气息种，甚至很多官员肆意而为，地域黑但是很少！,1,1,2,东北人
地域,4079,浙江人为什么大多只和本省的人结婚？,因为浙江的长辈大多疼爱自己的儿女，不希望自己儿女远嫁去吃苦（收了委屈家里人都不能及时帮助）。,1,1,2,浙江人
地域,1108,和上海人一起工作要注意什么？,03年第一次来上海，在上海生活了十五年了，什么人都遇到过，瘪三，流氓，好人，朋友，总体上跟你面对其它地方的人。,0,1,2,上海人
地域,2151,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,黑龙江人，从小总有人说南方人有钱，后来到湖南上大学，周围的人…,0,0,0,东北人
地域,1532,东北人在南方好混吗？,不好混。 东北是干冷，风吹的人难受，属于物理攻击。,1,2,2,东北人
地域,759,作为一个沪漂，哪一瞬间被上海人震惊到了？,我不知道我算不算沪漂，因为我和我老公是大学同学，一毕业就结婚了，嗯，他上海人。,0,0,0,上海人
